id	name	north	south	east	west
1080	Krasnogorsky District, Moscow Oblast, Russia	55.9157	55.7306	37.4064	37.0804
1081	Marblehead Lighthouse State Park, Marblehead, Ohio, USA	41.5373	41.5344	-82.7113	-82.715
1082	Sarasota, Florida, USA	27.3892	27.2825	-82.4786	-82.5972
1083	Boston, Massachusetts, USA	42.4046	42.3024	-70.9388	-71.2023
1084	Ježkovice, Czech Republic	49.3025	49.2816	16.9347	16.9032
1085	Pilgersdorf, Sandsteinbruch, Bezirk Oberpullendorf, Burgenland, Austria	47.5351	47.4578	16.5574	16.4493
1086	Mount Diablo State Park, Contra Costa Co., California, USA	37.9267	37.8161	-121.841	-121.994
1087	Fraser Experimental Forest, Grand Co., Colorado, USA	39.8558	39.8386	-105.896	-105.928
1089	National Park Berchtesgaden, Germany	47.602	47.501	13.041	12.846
1090	Kenai Peninsula, Alaska, USA	60.909	59.142	-149.479	-151.809
1091	Sitka, Alaska, USA	58.0014	56.145	-134.437	-136.454
1092	Soldotna, Alaska, USA	60.5438	60.4437	-150.945	-151.16
1093	Minneapolis, Minnesota, USA	45.0513	44.8901	-93.1938	-93.3292
1094	Lu Feng, Yunnan Province, China	25.5011	24.851	102.416	101.635
1095	Madison Co., New York, USA	43.1852	42.7238	-75.2395	-75.9935
1096	Chenocetah Mountain, Habersham Co., Georgia, USA	34.5115	34.4931	-83.4906	-83.5226
1097	North bound Rest Area, State Highway 33, between Pomeroy and Athens, Ohio, USA	39.1204	39.1156	-82.0132	-82.016
1098	Walking Iron Park, Dane Co., Wisconsin, USA	43.1874	43.1766	-89.8046	-89.8235
1099	Babler State Park, Wildwood, Missouri, USA	38.6416	38.6024	-90.6739	-90.7157
1100	Laurel Highlands, Pennsylvania, USA	40.4804	39.7208	-78.772	-79.915
1101	Arroyo Grande, California, USA	35.1468	35.1014	-120.552	-120.61
1102	Cranberry Lake, Westchester, New York, USA	41.2137	41.176	-73.6241	-73.6682
1103	Tomlinson Run State Park, West Virginia, USA	40.5636	40.5346	-80.5703	-80.6226
1104	Jamieson Park, Poynette, Wisconsin, USA	43.388	43.3834	-89.4278	-89.4323
1105	Bloomington, Indiana, USA	39.2211	39.1214	-86.4713	-86.5924
1106	Grays Harbor Co., Washington, USA	47.534	46.791	-123.158	-124.43
1107	Boone Co., Missouri, USA	39.2488	38.6432	-92.1044	-92.5702
1108	Cibola National Forest, New Mexico, USA	34.4432	33.4332	-107.012	-108.094
1110	Waikanea, New Zealand	-40.8437	-40.9088	175.094	175.027
1111	Red Top Mountain State Park, Bartow Co., Georgia, USA	34.1682	34.1248	-84.691	-84.7207
1112	Mansfield Center, Connecticut, USA	41.7791	41.7429	-72.1706	-72.2216
1113	Rockville, Maryland, USA	39.1207	39.0532	-77.1077	-77.2003
1114	Cleveland National Forest, San Diego Co., California, USA	33.4773	32.6533	-116.323	-117.059
1115	Whittemore Gulch, San Mateo, California, USA	37.4466	37.4289	-122.354	-122.386
1116	Jamor, Oeiras, Portugal	38.7128	38.7044	-9.24483	-9.2536
1117	Holtwood Recreation Area, Lancaster Co., Pennsylvania, USA	39.8432	39.8383	-76.3143	-76.3221
1118	Kunming, Yunnan Province, China	25.1776	24.8652	102.918	102.564
1119	Homerville, Ohio, USA	41.0376	41.0208	-82.11	-82.142
1120	Tilden Regional Park, Contra Costa Co., California, USA	37.9233	37.8761	-122.217	-122.279
1121	Scarbro, West Virginia, USA	37.962	37.9444	-81.1497	-81.1817
1123	Patrick's Point State Park, Humboldt Co., California, USA	41.148	41.1247	-124.136	-124.166
1125	Ring Mountain Open Space Preserve, near Tiburon, Marin Co, California, USA	37.9117	37.9078	-122.484	-122.506
1126	near Ring Mountain Open Space Preserve, Tiburon, Marin Co, California, USA	37.9081	37.9031	-122.481	-122.508
1127	Mosswood Park, Oakland, California, USA	37.8252	37.8228	-122.259	-122.262
1128	North of Barrows Hall, University of California Berkeley, Berkeley, California, USA	37.8704	37.8699	-122.257	-122.258
1129	Redwood City, California, USA	37.4994	37.452	-122.205	-122.273
1130	near White Wolf, Yosemite National Park, California, USA	37.8792	37.8578	-119.637	-119.658
1131	White Wolf, Yosemite National Park, California, USA	37.8702	37.8627	-119.647	-119.651
1132	Pattenburg, Hunterdon Co., New Jersey, USA	40.6567	40.6163	-74.9741	-75.0387
1133	Washington Crossing State Park, Mercer Co., New Jersey, USA	40.3214	40.2926	-74.8453	-74.8824
1134	Hopatcong, New Jersey, USA	40.9995	40.9109	-74.6138	-74.6977
1135	Chester, New Jersey, USA	40.795	40.7778	-74.6697	-74.7104
1136	Brendan T. Byrne State Forest, Burlington Co., New Jersey, USA	39.9529	39.8357	-74.3905	-74.5817
1137	Pine Barrens, New Jersey, USA	40.1747	39.228	-73.96	-74.9982
1138	Frelinghuysen Arboretum, Morristown, New Jersey, USA	40.8124	40.7985	-74.45	-74.4588
1139	central New Jersey, New Jersey, USA	40.4553	39.8549	-73.7567	-75.1245
1140	Manasquan Reservoir Environmental Center, New Jersey, USA	40.1985	40.1582	-74.1811	-74.236
1141	Woodbridge, Colonia, New Jersey, USA	40.6089	40.5744	-74.2908	-74.3385
1142	Medford, Burlington, New Jersey, USA	39.9266	39.8708	-74.7778	-74.8595
1143	Burlington Co., New Jersey, USA	40.1842	39.5408	-74.3898	-75.0599
1144	Tamara Drive, Roosevelt, New Jersey, USA	40.2174	40.2155	-74.4687	-74.4726
1146	near South Valley Rd., Roosevelt, New Jersey, USA	40.2127	40.2117	-74.47	-74.4708
1147	Monmouth Co., New Jersey, USA	40.5255	40.0791	-73.8851	-74.6135
1148	Branchville, New Jersey, USA	41.154	41.1403	-74.7397	-74.7609
1149	Dear Path Park, Hunterdon Co., New Jersey, USA	40.557	40.5521	-74.8328	-74.8474
1150	Stephens State Park, Warren Co., New Jersey, USA	40.881	40.8737	-74.8012	-74.8128
1151	Mountain Lakes, New Jersey, USA	40.9068	40.8741	-74.4171	-74.4663
1152	Watchung Reservation, New Jersey, USA	40.6995	40.6561	-74.3531	-74.404
1153	Christine Dr. East Hanover, New Jersey, USA	40.8233	40.8224	-74.349	-74.3501
1154	Franklin Township, Somerset Co., New Jersey, USA	40.4963	40.4793	-74.4669	-74.499
1155	Periyar Tiger Reserve, Kerala, India	9.59195	9.36574	77.3705	77.0952
1156	Tapalpa, Jalisco, Mexico	19.9914	19.8778	-103.703	-103.898
1157	Siesta Lake, Yosemite National Park, California, USA	37.8514	37.8493	-119.659	-119.661
1158	City Hall, Folsom, California, USA	38.6832	38.6796	-121.161	-121.168
1159	Lugovskoe, KhMAO-Yugra, Russia	60.9521	60.9441	68.691	68.6697
1160	Mount Stearn, Willmore Wilderness, Alberta, Canada	53.9221	53.7917	-119.218	-119.559
1161	Dunvegan Crossing, Peace River, Alberta, Canada	55.935	55.9146	-118.549	-118.635
1162	near Grand Cache, Alberta, Canada	54.2652	53.5664	-118.054	-119.257
1163	near Grand Prairie, Alberta, Canada	55.1621	54.1882	-118.312	-119.004
1164	Natural Bridge, Wells Gray region, British Columbia, Canada	51.7269	51.7129	-120.017	-120.029
1165	Clayhurst Crossing, Peace River, British Columbia, Canada	56.1394	56.1172	-120.028	-120.081
1166	near Chetwynd, British Columbia, Canada	55.7039	55.555	-121.614	-122.201
1167	Jackman Flats, British Columbia, Canada	52.9551	52.9163	-119.354	-119.419
1168	British Columbia, Canada	60.0001	48.2246	-114.054	-139.057
1169	Robson Valley, British Columbia, Canada	53.783	52.9619	-119.41	-121.003
1170	University of Northern British Columbia, Prince George, British Columbia, Canada	53.8978	53.8846	-122.793	-122.825
1171	Eaton Canyon, Mount Wilson, San Gabriel Mountains, Los Angeles Co., California, USA	34.2104	34.1914	-118.084	-118.106
1172	Spivey Gap, Yancey Co., North Carolina, USA	36.043	36.025	-82.4094	-82.4414
1173	Snowbird Mountain, Pisgah National Forest, Haywood Co., North Carolina, USA	35.8083	35.7585	-83.0251	-83.0886
1174	near Chinnabee Lake, Clay Co., Alabama, USA	33.4735	33.4512	-85.8636	-85.887
1175	San Marino, California, USA	34.1376	34.105	-118.088	-118.142
1176	Sharp Mountain Preserve, near Jasper, Pickens Co., Georgia, USA	34.4612	34.4502	-84.4686	-84.4792
1177	Mount Leconte, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6662	35.6438	-83.4217	-83.4561
1178	McFarland Hollow, Jackson Co., Alabama, USA	34.7884	34.7518	-86.2705	-86.3345
1179	Little River Canyon National Preserve, Dekalb Co., Alabama, USA	34.4431	34.4176	-85.6076	-85.625
1180	Coastal mountains south of Concepcion, Bio-Bio, Chile	-37.2391	-37.4803	-73.228	-73.3955
1181	Cataloochee Cove, Waynesville, North Carolina, USA	35.6924	35.5976	-83.0628	-83.1404
1182	Caldwell Fork Trail, Cataloochee Cove, Waynesville, North Carolina, USA	35.6293	35.6106	-83.0901	-83.1138
1183	Peace River, British Columbia, Canada	56.511	55.8321	-119.971	-122.124
1184	Alpine Camp, DeKalb Co., Alabama, USA	34.5061	34.5041	-85.6076	-85.6111
1185	near Palena, Aisén, Chile	-43.2374	-44.0342	-71.6015	-72.3565
1186	Parque Nacional Coyhaique, Aisén, Chile	-45.5097	-45.5506	-71.9886	-72.0703
1187	Parque Nacional Villarrica, Araucanía, Chile	-39.3477	-39.5824	-71.6418	-72.0614
1188	near Villarrica, Araucanía, Chile	-39.1045	-39.4341	-71.9522	-72.4466
1189	Dixie Co., Florida, USA	29.8254	29.251	-82.904	-83.4813
1190	Metcalf Buttoms, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6815	35.6753	-83.6447	-83.6503
1191	Forney Ridge Trail, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	35.5556	35.5386	-83.4899	-83.4958
1192	Bradley Fork Trailhead, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	35.5661	35.5552	-83.3082	-83.3144
1193	Schoolhouse Gap Trail, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6438	35.6275	-83.7263	-83.7501
1194	Bote Mountain Trail, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6277	35.5637	-83.7079	-83.7404
1195	Andrews Bald, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	35.5415	35.5364	-83.4905	-83.4972
1196	Little River Trail, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6536	35.6339	-83.5447	-83.58
1197	Lead Cove Trail, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6064	35.5932	-83.7302	-83.7456
1198	Anthony Creek Trail, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.604	35.5853	-83.7517	-83.7721
1199	Domodedovsky District, Moscow Oblast, Russia	55.5245	55.1257	38.117	37.6159
1200	Philmont Scout Ranch, Cimarron, New Mexico, USA	36.5742	36.4561	-104.933	-105.016
1201	Empire Ranch, Folsom, California, USA	38.6558	38.655	-121.098	-121.099
1202	Lenzkirch, Baden-Wuertemberg, Germany	47.9053	47.8328	8.25	8.1464
1203	Sierra de Quila, Jalisco, Mexico	20.3395	20.2287	-103.975	-104.193
1204	University of Nebraska, Lincoln, Nebraska, USA	40.8366	40.8197	-96.6511	-96.6832
1205	Baibalak River, near Khanty-Mansiysk, Russia	60.9422	60.9422	68.7095	68.7095
1206	Moscow Botanical Garden, Moscow, Russia	55.8453	55.8327	37.617	37.585
1207	Novaki Marusevec, Croatia	46.2649	46.2621	16.1334	16.1306
1209	Oak Hill, West Virginia, USA	38.0137	37.9594	-81.1199	-81.187
1210	Nevado de Toluca, Mexico, Mexico	19.2074	19.0193	-99.6707	-99.8695
1211	Aporo, Michoacan, Mexico	19.7176	19.6083	-100.338	-100.497
1212	Los Azufres, Michoacan, Mexico	19.8742	19.7063	-100.536	-100.792
1213	Amatlan de los Reyes, Veracruz, Mexico	18.8577	18.8373	-96.906	-96.9257
1214	Jardín Botánico Francisco Clavijero, Xalapa, Veracruz, Mexico	19.5215	19.5082	-96.9248	-96.9428
1215	Huayacocotla, Veracruz, Mexico	20.6019	20.4425	-98.4073	-98.5913
1216	Finca El Trianón, Coatepec, Veracruz, Mexico	19.4859	19.4505	-96.986	-97.0325
1217	Parque Nacional Cofre de Perote, Mpio de Perote, Veracruz, Mexico	19.5804	19.5347	-97.2246	-97.2701
1218	Xalapa, Veracruz, Mexico	19.5748	19.5198	-96.8999	-96.9426
1219	San Sebastián del Oeste, Jalisco, Mexico	20.9268	20.593	-104.596	-105.108
1220	Yolosta, Atemajac de Brizuela, Jalisco, Mexico	20.1462	20.1285	-103.717	-103.736
1221	Bemidji, Minnesota, USA	47.5269	47.4246	-94.7998	-94.9494
1222	Farmington, British Columbia, Canada	55.9117	55.8992	-120.49	-120.522
1223	Ravalli Co., Montana, USA	46.661	45.4593	-113.515	-114.566
1224	Red Top Mountain, Bartow Co., Georgia, USA	34.1691	34.1335	-84.6907	-84.7246
1225	Nature Reserve near Comboyne, New South Wales, Australia	-31.5278	-31.6655	152.528	152.415
1226	Columbia Co., Pennsylvania, USA	41.3087	40.7755	-76.2078	-76.6408
1227	Cerro Amigo, Monteverde, Costa Rica	10.3509	10.2631	-84.7457	-84.8738
1228	Matinha de Queluz, Sintra, Portugal	38.748	38.74	-9.257	-9.265
1229	Cleveland, Ohio, USA	41.5312	41.3906	-81.5323	-81.879
1231	Willamette Valley, Oregon, USA	45.8451	43.9987	-122.322	-123.317
1232	Tequila, Jalisco, Mexico	20.904	20.8635	-103.806	-103.848
1233	Great American Highway, San Francisco, California, USA	37.7927	37.7238	-122.466	-122.555
1234	Pushkinsky District, Moscow Oblast, Russia	56.2263	55.8629	38.291	37.6958
1235	Richmond, California, USA	37.9891	37.9133	-122.312	-122.379
1237	Stow Lake, Golden Gate Park, San Francisco, California, USA	37.7708	37.7671	-122.471	-122.478
1238	Dolores Park, San Francisco, California, USA	37.7617	37.7578	-122.426	-122.429
1239	Veld Way, Cameron Park, California, USA	38.6917	38.667	-120.955	-120.989
1240	Warwick State Forest, Warwick, Massachusetts, USA	43.6794	41.6794	-71.2804	-73.2804
1241	Millstream Gardens Conservation Area, Missouri, USA	37.581	37.5718	-90.4601	-90.4786
1242	Kerhonkson, New York, USA	41.7989	41.7484	-74.256	-74.3276
1243	Rurrenabaque, Rurrenabaque Municipality, José Ballivián Province, Beni Department, Bolivia	-14.4264	-14.4481	-67.5143	-67.5463
1244	Marshall Co., Alabama, USA	34.4726	34.1664	-86.0971	-86.4967
1245	Muskogee, Oklahoma, USA	35.8226	35.6386	-95.2764	-95.4648
1246	Mixtlan, Jalisco, Mexico	20.5878	20.3897	-104.271	-104.453
1247	Alpine Lakes Wilderness, Washington, USA	47.7467	47.309	-120.762	-121.553
1248	Glacier Peak Wilderness, Washington, USA	48.467	47.8827	-120.53	-121.413
1249	Henry Jackson Wilderness, Washington, USA	48.023	47.7375	-120.924	-121.415
1250	North Cascades National Park, Washington, USA	49.0003	48.3696	-120.633	-121.64
1251	Okanogan National Forest, Washington, USA	49.0006	47.9606	-118.837	-120.886
1252	Manning Park, British Columbia, Canada	49.1404	49.0009	-120.656	-120.976
1253	Mukhrino Field Station of the UNESCO Chair of Ugra State University, Khanty-Mansiysk, Russia	61.8886	59.8886	69.7015	67.7015
1254	Moscow, Russia	56.0209	55.4908	37.965	37.1317
1255	New York, USA	45.0159	40.496	-71.8563	-79.7621
1256	northern New Jersey, New Jersey, USA	41.2241	40.2879	-74.0314	-74.9707
1257	Oceanside, California, USA	33.2992	33.1527	-117.237	-117.399
1258	Gunnison, Colorado, USA	38.5614	38.532	-106.902	-106.951
1259	Juanchaco, Buenaventura, Valle del Cauca, Colombia	4.27243	3.56021	-76.8452	-77.8697
1260	Elk State Forest, Potter Co., Pennsylvania, USA	41.6756	41.2417	-77.9809	-78.6791
1261	Darwin Canyon, Kings Canyon National Park, Inyo Co., California, USA	37.1894	37.1823	-118.671	-118.695
1262	Forbes State Forest, Westmoreland Co., Pennsylvania, USA	40.3164	39.6505	-79.0199	-79.6007
1263	Talpa de Allende, Jalisco, Mexico	20.4386	20.1965	-104.689	-104.948
1264	Hua Hin, Thailand	12.6535	12.566	99.9424	99.8927
1265	1600 Pennsylvania Ave., Washington DC, USA	38.8992	38.8958	-77.0344	-77.0388
1266	Åmsele, Västerbotten, Sweden	64.5265	64.5265	19.3234	19.3234
1267	Briarcrest Neighborhood, Shoreline, Washington, USA	47.7503	47.7319	-122.291	-122.314
1268	Washington Park Arboretum, Seattle, Washington, USA	47.6469	47.6281	-122.289	-122.299
1269	O'Neill's Track, Gowrie Park, Tasmania, Australia	-41.4841	-41.4853	146.233	146.231
1270	Green Lake Park, Seattle, Washington, USA	47.6861	47.6646	-122.325	-122.348
1271	Shorecrest High School, Shoreline, Washington, USA	47.7432	47.7393	-122.302	-122.307
1272	Hamlin Park, Shoreline, Washington, USA	47.7505	47.7431	-122.302	-122.313
1273	Lake Forest Park, Washington, USA	47.7774	47.7333	-122.267	-122.299
1274	Secret Ravine Parkway, Roseville, California, USA	38.7673	38.7619	-121.233	-121.246
1275	Angel Island State Park, San Francisco, California, USA	37.8725	37.8505	-122.418	-122.447
1276	Briggs Ranch, Folsom, California, USA	38.6937	38.6839	-121.124	-121.15
1277	Forest Park, Everett, Washington, USA	47.9637	47.958	-122.218	-122.228
1278	Pacific Co., Washington, USA	46.7943	46.2349	-123.357	-124.181
1279	South Woods Park, Shoreline, Washington, USA	47.7394	47.7374	-122.302	-122.308
1280	Albert Co., New Brunswick, Canada	46.0888	45.3997	-64.5159	-65.2239
1281	Maplewood Park, Edmonds, Washington, USA	47.8219	47.819	-122.352	-122.36
1282	Paramount Park, Shoreline, Washington, USA	47.7395	47.734	-122.316	-122.319
1283	Shoreview Park, Shoreline, Washington, USA	47.7561	47.748	-122.36	-122.373
1284	Republic, Washington, USA	48.658	48.6379	-118.72	-118.749
1285	Empire Lakes, Ferry Co., Washington, USA	48.8071	48.8057	-118.713	-118.715
1286	Barrett Creek, Ferry Co., Washington, USA	48.7097	48.7087	-118.722	-118.723
1287	Perry Wilderness Park, Republic, Washington, USA	48.6434	48.6414	-118.738	-118.739
1288	Tom Thumb Mine, near Republic, Washington, USA	48.7001	48.6951	-118.747	-118.76
1289	Donaldson Draw, Ferry Co., Washington, USA	48.5543	48.5459	-118.24	-118.248
1290	Hall Creek, Ferry Co., Washington, USA	48.5527	48.5454	-118.579	-118.59
1291	Kettle Crest Trail, Sherman Pass, Ferry Co., Washington, USA	48.6137	48.6079	-118.477	-118.482
1292	Sweat Creek, Okanogan Co., Washington, USA	48.695	48.6812	-118.896	-118.909
1293	Center for Urban Horticulture, University District, Seattle, Washington, USA	47.6584	47.6565	-122.288	-122.292
1294	Noondeer, Carnation, Washington, USA	47.6634	47.663	-121.866	-121.868
1295	Northacres Park, Seattle, Washington, USA	47.7233	47.7195	-122.324	-122.329
1296	Lynnwood, Washington, USA	47.8634	47.7984	-122.258	-122.348
1297	Snohomish, Washington, USA	47.9491	47.9056	-122.066	-122.121
1298	Woodland Park Zoo, Seattle, Washington, USA	47.6741	47.6647	-122.34	-122.355
1299	Monroe, Washington, USA	47.8825	47.8374	-121.933	-122.012
1300	Bremerton, Washington, USA	47.5697	47.5697	-122.624	-122.624
1301	Spokane, Washington, USA	47.7864	47.5872	-117.304	-117.549
1302	Vancouver, Clark Co., Washington, USA	45.7095	45.5826	-122.464	-122.775
1303	Acacia Memorial Park, Lake Forest Park, Washington, USA	47.7412	47.7366	-122.291	-122.3
1304	Briarcrest Elementary School, Shoreline, Washington, USA	47.7432	47.7408	-122.296	-122.3
1305	Steuben, Maine, USA	44.5186	44.5027	-67.9493	-67.9813
1306	Warren G. Magnuson Park, Seattle, Washington, USA	47.6859	47.6736	-122.245	-122.264
1307	Burlington, North Carolina, USA	36.1467	36.0336	-79.3632	-79.5925
1308	New Castle, Pennsylvania, USA	41.0338	40.9532	-80.3059	-80.4034
1309	Grouse Lake, Wells Gray region, British Columbia, Canada	51.8556	51.8478	-119.944	-119.976
1310	Eatonville, Washington, USA	46.893	46.8429	-122.227	-122.304
1311	Izmaylovsky Park, Moscow, Russia	55.8065	55.7632	37.8411	37.7442
1312	Southeastern Gifford Pinchot National Forest, Washington, USA	46.3166	45.6074	-120.878	-121.926
1313	Beaverton, Washington Co., Oregon, USA	45.543	45.4263	-122.743	-122.868
1314	Hurricane Ridge, Olympic National Park, Washington, USA	48.0129	47.9177	-123.372	-123.58
1315	Lena Lake, Olympic National Park, Washington, USA	47.6359	47.5971	-123.13	-123.186
1316	Mount Adams, Washington, USA	46.3649	46.0284	-121.178	-121.924
1317	Hillsboro, Washington Co., Oregon, USA	45.5758	45.4883	-122.859	-123.012
1318	Sauvie Island, Oregon, USA	45.8599	45.6217	-122.764	-122.873
1319	Bothell, Washington, USA	47.8141	47.733	-122.164	-122.248
1320	Echo Lake, Shoreline, Washington, USA	47.7741	47.7678	-122.341	-122.346
1321	Sierra de Cacoma, Jalisco, Mexico	20.0121	19.6736	-104.381	-104.698
1322	Lebanon, Linn Co., Oregon, USA	44.5611	44.505	-122.871	-122.939
1323	Edmonds, Washington, USA	47.8611	47.7776	-122.32	-122.397
1324	Mexico City, Mexico, Mexico	19.5919	19.114	-98.8426	-99.3642
1325	Fircrest Campus, Shoreline, Washington, USA	47.7452	47.737	-122.305	-122.313
1326	Ha Ha Tonka State Park, Missouri, USA	37.9932	37.9487	-92.7326	-92.8068
